id,repo_id,number,html_url,agent,created_at,closed_at,merged_at,feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_changed_files,feature_additions,feature_deletions,feature_initial_commit_count,feature_initial_review_comment_count_api,feature_initial_issue_comment_count_api,feature_churn,feature_repo_stars,repo_language,feature_task_type,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,outcome_commit_detail_changed_files,outcome_commit_detail_additions,outcome_commit_detail_deletions,outcome_commit_detail_churn,outcome_followup_detail_changed_files,outcome_followup_detail_additions,outcome_followup_detail_deletions,outcome_followup_detail_churn,outcome_followup_detail_test_files,outcome_review_count,outcome_request_changes_count,outcome_human_review_count,outcome_inline_review_comment_count,outcome_issue_comment_count,outcome_commit_count,outcome_followup_commit_count,outcome_commit_detail_rows,outcome_timeline_event_count,outcome_related_issue_count,outcome_merged,outcome_resolution_hours,outcome_downstream_workload_raw,outcome_downstream_workload_log
3180086391,958026130,99,https://github.com/featureform/enrichmcp/pull/99,OpenAI_Codex,2025-06-26 19:02:41+00:00,2025-06-26 19:08:10+00:00,2025-06-26 19:08:10+00:00,24.0,215.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,583.0,Python,docs,9.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0913888888888889,0.0,0.0
3220309191,134182879,609,https://github.com/wieslawsoltes/Dock/pull/609,OpenAI_Codex,2025-07-10 18:40:52+00:00,2025-07-10 19:03:51+00:00,,23.0,378.0,0.0,1.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,23.0,1204.0,C#,feat,8.0,3.0,23.0,0.0,23.0,0.0,3.0,0.0,0.0,3.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.38305555555555554,0.0,0.0
3155775274,985853139,1654,https://github.com/mochilang/mochi/pull/1654,OpenAI_Codex,2025-06-18 07:23:21+00:00,2025-06-18 08:44:58+00:00,,23.0,364.0,0.0,1.0,0.0,4.0,216.0,22.0,0.0,0.0,0.0,238.0,306.0,Go,test,9.0,4.0,216.0,22.0,238.0,0.0,4.0,0.0,3.0,4.0,216.0,22.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.3602777777777777,0.0,0.0
3155876420,126747237,323,https://github.com/elixir-lsp/elixir_sense/pull/323,OpenAI_Codex,2025-06-18 07:57:09+00:00,2025-06-18 19:28:50+00:00,2025-06-18 19:28:50+00:00,31.0,311.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,321.0,Elixir,docs,9.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,11.528055555555556,0.0,0.0
3155922076,338529997,389,https://github.com/gridaco/grida/pull/389,OpenAI_Codex,2025-06-18 08:13:35+00:00,2025-06-18 08:13:45+00:00,2025-06-18 08:13:45+00:00,41.0,293.0,0.0,1.0,0.0,3.0,144.0,0.0,0.0,0.0,0.0,144.0,2138.0,TypeScript,feat,9.0,3.0,144.0,0.0,144.0,2.0,1.0,0.0,1.0,3.0,144.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,13.0,0.0,1.0,0.002777777777777778,3.0,1.3862943611198906
3135488432,812496927,147,https://github.com/gluesql/glues/pull/147,OpenAI_Codex,2025-06-11 05:06:46+00:00,2025-06-11 05:13:41+00:00,2025-06-11 05:13:41+00:00,40.0,311.0,0.0,1.0,0.0,6.0,94.0,1.0,0.0,0.0,0.0,95.0,156.0,Rust,feat,9.0,6.0,94.0,1.0,95.0,3.0,3.0,0.0,0.0,6.0,94.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,0.11527777777777778,0.0,0.0
3179584544,922805069,2632,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2632,OpenAI_Codex,2025-06-26 15:54:45+00:00,2025-06-26 15:54:53+00:00,2025-06-26 15:54:53+00:00,49.0,817.0,0.0,1.0,0.0,5.0,23.0,3.0,0.0,0.0,0.0,26.0,251.0,Python,feat,8.0,5.0,23.0,3.0,26.0,2.0,3.0,0.0,0.0,5.0,23.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,0.0022222222222222222,0.0,0.0
3179689711,922805069,2634,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2634,OpenAI_Codex,2025-06-26 16:38:35+00:00,2025-06-26 16:38:44+00:00,2025-06-26 16:38:44+00:00,42.0,669.0,0.0,1.0,0.0,4.0,7.0,6.0,0.0,0.0,0.0,13.0,251.0,Python,build,8.0,4.0,7.0,6.0,13.0,0.0,4.0,0.0,0.0,4.0,7.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0025,0.0,0.0
3179715350,922805069,2635,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2635,OpenAI_Codex,2025-06-26 16:50:11+00:00,2025-06-26 16:52:36+00:00,2025-06-26 16:52:36+00:00,33.0,359.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,251.0,Python,docs,10.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,0.04027777777777778,0.0,0.0
3152972344,984965707,121,https://github.com/analogdotnow/Analog/pull/121,OpenAI_Codex,2025-06-17 10:28:26+00:00,2025-06-30 15:20:35+00:00,2025-06-30 15:20:35+00:00,39.0,879.0,0.0,1.0,1.0,12.0,1034.0,142.0,0.0,0.0,0.0,1176.0,1079.0,TypeScript,feat,10.0,12.0,1034.0,142.0,1176.0,4.0,7.0,1.0,0.0,12.0,1034.0,142.0,1176.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,0.0,12.0,20.0,0.0,1.0,316.8691666666667,10.0,2.3978952727983707
3076013183,594155488,3557,https://github.com/Stirling-Tools/Stirling-PDF/pull/3557,OpenAI_Codex,2025-05-20 07:39:15+00:00,2025-05-20 11:05:18+00:00,2025-05-20 11:05:18+00:00,42.0,245.0,0.0,1.0,0.0,8.0,397.0,179.0,0.0,0.0,0.0,576.0,63892.0,Java,test,9.0,8.0,397.0,179.0,576.0,2.0,6.0,0.0,7.0,27.0,546.0,214.0,760.0,19.0,149.0,35.0,184.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,27.0,20.0,0.0,1.0,3.4341666666666666,3.0,1.3862943611198906
3076040429,727894237,500,https://github.com/defog-ai/introspect/pull/500,OpenAI_Codex,2025-05-20 07:49:29+00:00,2025-05-20 07:50:05+00:00,2025-05-20 07:50:05+00:00,25.0,338.0,0.0,1.0,0.0,1.0,71.0,0.0,0.0,0.0,0.0,71.0,336.0,Python,test,9.0,1.0,71.0,0.0,71.0,1.0,0.0,0.0,1.0,1.0,71.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.01,0.0,0.0
3151448748,722184017,2110,https://github.com/assistant-ui/assistant-ui/pull/2110,OpenAI_Codex,2025-06-16 22:02:06+00:00,2025-06-16 22:11:16+00:00,,38.0,1398.0,0.0,1.0,1.0,1.0,86.0,0.0,0.0,0.0,0.0,86.0,5475.0,TypeScript,test,10.0,1.0,86.0,0.0,86.0,1.0,0.0,0.0,1.0,1.0,86.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,14.0,0.0,0.0,0.1527777777777778,9.0,2.302585092994046
3115356872,100061716,31446,https://github.com/nrwl/nx/pull/31446,OpenAI_Codex,2025-06-03 20:30:18+00:00,2025-06-04 18:40:07+00:00,2025-06-04 18:40:07+00:00,43.0,235.0,0.0,1.0,0.0,4.0,144.0,1.0,0.0,0.0,0.0,145.0,26524.0,TypeScript,feat,10.0,4.0,144.0,1.0,145.0,2.0,2.0,0.0,0.0,4.0,144.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,3.0,1.0,0.0,4.0,30.0,0.0,1.0,22.163611111111113,15.0,2.772588722239781
3115372756,922805069,1513,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1513,OpenAI_Codex,2025-06-03 20:37:13+00:00,2025-06-03 20:39:07+00:00,2025-06-03 20:39:07+00:00,51.0,372.0,1.0,1.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,19.0,251.0,Python,build,8.0,2.0,19.0,0.0,19.0,0.0,2.0,0.0,1.0,2.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,0.03166666666666667,0.0,0.0
3115404126,922805069,1514,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1514,OpenAI_Codex,2025-06-03 20:50:35+00:00,2025-06-03 20:52:03+00:00,2025-06-03 20:52:03+00:00,54.0,480.0,1.0,1.0,0.0,2.0,40.0,1.0,0.0,0.0,0.0,41.0,251.0,Python,test,9.0,2.0,40.0,1.0,41.0,1.0,1.0,0.0,1.0,2.0,40.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,0.024444444444444446,0.0,0.0
3103162131,845317529,1020,https://github.com/giselles-ai/giselle/pull/1020,OpenAI_Codex,2025-05-30 12:50:58+00:00,2025-06-01 22:09:53+00:00,2025-06-01 22:09:53+00:00,33.0,1044.0,0.0,0.0,0.0,2.0,18.0,68.0,0.0,0.0,0.0,86.0,154.0,TypeScript,refactor,10.0,2.0,18.0,68.0,86.0,0.0,2.0,0.0,1.0,2.0,18.0,68.0,86.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,16.0,0.0,1.0,57.31527777777778,6.0,1.9459101490553132
3103178673,614765452,10064,https://github.com/Significant-Gravitas/AutoGPT/pull/10064,OpenAI_Codex,2025-05-30 12:58:00+00:00,2025-05-30 12:58:18+00:00,2025-05-30 12:58:18+00:00,40.0,258.0,0.0,1.0,0.0,2.0,26.0,9.0,0.0,0.0,0.0,35.0,177379.0,Python,feat,10.0,2.0,26.0,9.0,35.0,0.0,2.0,0.0,0.0,2.0,26.0,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0,0.0,1.0,0.005,1.0,0.6931471805599453
3275290858,845317529,1569,https://github.com/giselles-ai/giselle/pull/1569,OpenAI_Codex,2025-07-30 00:06:38+00:00,2025-07-30 10:41:57+00:00,2025-07-30 10:41:57+00:00,31.0,2111.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,10.0,154.0,TypeScript,feat,9.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,9.0,1.0,0.0,1.0,24.0,0.0,1.0,10.588611111111112,14.0,2.70805020110221
3275444385,985853139,14789,https://github.com/mochilang/mochi/pull/14789,OpenAI_Codex,2025-07-30 02:02:48+00:00,2025-07-30 02:03:13+00:00,2025-07-30 02:03:13+00:00,24.0,266.0,0.0,1.0,0.0,18.0,2031.0,0.0,0.0,0.0,0.0,2031.0,306.0,Go,feat,9.0,18.0,2031.0,0.0,2031.0,18.0,0.0,0.0,17.0,18.0,2031.0,0.0,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,5.0,0.0,1.0,0.006944444444444444,0.0,0.0
3275455804,985853139,14791,https://github.com/mochilang/mochi/pull/14791,OpenAI_Codex,2025-07-30 02:09:55+00:00,2025-07-30 02:10:10+00:00,2025-07-30 02:10:09+00:00,24.0,316.0,0.0,1.0,1.0,95.0,452.0,0.0,0.0,0.0,0.0,452.0,306.0,Go,feat,9.0,95.0,452.0,0.0,452.0,95.0,0.0,0.0,94.0,95.0,452.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,5.0,0.0,1.0,0.004166666666666667,0.0,0.0
3275457269,985853139,14792,https://github.com/mochilang/mochi/pull/14792,OpenAI_Codex,2025-07-30 02:11:07+00:00,2025-07-30 02:11:28+00:00,2025-07-30 02:11:28+00:00,41.0,449.0,0.0,1.0,0.0,89.0,37255.0,0.0,0.0,0.0,0.0,37255.0,306.0,Go,feat,9.0,89.0,37255.0,0.0,37255.0,89.0,0.0,0.0,88.0,89.0,37255.0,0.0,37255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,5.0,0.0,1.0,0.005833333333333334,0.0,0.0
3275458252,985853139,14793,https://github.com/mochilang/mochi/pull/14793,OpenAI_Codex,2025-07-30 02:11:59+00:00,2025-07-30 02:12:35+00:00,2025-07-30 02:12:35+00:00,23.0,286.0,0.0,1.0,0.0,78.0,5554.0,0.0,0.0,0.0,0.0,5554.0,306.0,Go,feat,9.0,78.0,5554.0,0.0,5554.0,78.0,0.0,0.0,77.0,78.0,5554.0,0.0,5554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,5.0,0.0,1.0,0.01,0.0,0.0
3275460349,985853139,14795,https://github.com/mochilang/mochi/pull/14795,OpenAI_Codex,2025-07-30 02:13:44+00:00,2025-07-30 02:14:12+00:00,2025-07-30 02:14:12+00:00,39.0,363.0,0.0,1.0,0.0,2.0,85.0,4.0,0.0,0.0,0.0,89.0,306.0,Go,feat,9.0,2.0,85.0,4.0,89.0,1.0,1.0,0.0,0.0,2.0,85.0,4.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,0.0077777777777777776,0.0,0.0
3275461538,985853139,14796,https://github.com/mochilang/mochi/pull/14796,OpenAI_Codex,2025-07-30 02:14:43+00:00,2025-07-30 02:15:33+00:00,2025-07-30 02:15:33+00:00,25.0,362.0,0.0,1.0,0.0,105.0,3699.0,0.0,0.0,0.0,0.0,3699.0,306.0,Go,feat,9.0,105.0,3699.0,0.0,3699.0,105.0,0.0,0.0,104.0,105.0,3699.0,0.0,3699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,5.0,0.0,1.0,0.013888888888888888,0.0,0.0
3275463192,985853139,14797,https://github.com/mochilang/mochi/pull/14797,OpenAI_Codex,2025-07-30 02:16:06+00:00,2025-07-30 02:16:39+00:00,,27.0,261.0,0.0,1.0,0.0,1.0,16.0,11.0,0.0,0.0,0.0,27.0,306.0,Go,feat,8.0,1.0,16.0,11.0,27.0,0.0,1.0,0.0,0.0,1.0,16.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.009166666666666667,0.0,0.0
3275511333,985853139,14799,https://github.com/mochilang/mochi/pull/14799,OpenAI_Codex,2025-07-30 02:55:37+00:00,2025-07-30 02:56:09+00:00,2025-07-30 02:56:09+00:00,25.0,302.0,0.0,1.0,0.0,4.0,1236.0,0.0,0.0,0.0,0.0,1236.0,306.0,Go,feat,9.0,4.0,1236.0,0.0,1236.0,4.0,0.0,0.0,3.0,4.0,1236.0,0.0,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,1.0,0.008888888888888889,0.0,0.0
3225951119,779431605,33,https://github.com/simonw/tools/pull/33,OpenAI_Codex,2025-07-13 00:06:07+00:00,,,22.0,286.0,0.0,1.0,0.0,2.0,304.0,0.0,0.0,0.0,0.0,304.0,880.0,HTML,feat,9.0,2.0,304.0,0.0,304.0,2.0,0.0,0.0,0.0,2.0,304.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,6.0,0.0,0.0,,2.0,1.0986122886681098
3160661842,922805069,2372,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2372,OpenAI_Codex,2025-06-19 15:09:44+00:00,2025-06-19 15:10:25+00:00,2025-06-19 15:10:25+00:00,45.0,501.0,0.0,1.0,0.0,30.0,6.0,457.0,0.0,0.0,0.0,463.0,251.0,Python,chore,9.0,30.0,6.0,457.0,463.0,0.0,4.0,26.0,0.0,30.0,6.0,457.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,4.0,0.0,1.0,0.01138888888888889,0.0,0.0
3160667412,158653995,446,https://github.com/mtrojnar/osslsigncode/pull/446,OpenAI_Codex,2025-06-19 15:11:53+00:00,2025-06-19 15:56:54+00:00,2025-06-19 15:56:54+00:00,44.0,210.0,0.0,0.0,0.0,2.0,41.0,4.0,0.0,0.0,0.0,45.0,929.0,C,feat,9.0,2.0,41.0,4.0,45.0,0.0,2.0,0.0,0.0,2.0,41.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,0.7502777777777778,0.0,0.0
3176926186,134182879,450,https://github.com/wieslawsoltes/Dock/pull/450,OpenAI_Codex,2025-06-25 20:49:53+00:00,2025-06-25 20:56:39+00:00,2025-06-25 20:56:39+00:00,32.0,167.0,0.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,17.0,1204.0,C#,docs,10.0,1.0,17.0,0.0,17.0,0.0,1.0,0.0,0.0,12.0,235.0,3.0,238.0,12.0,218.0,3.0,221.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,7.0,0.0,1.0,0.11277777777777778,1.0,0.6931471805599453
3176925533,134182879,449,https://github.com/wieslawsoltes/Dock/pull/449,OpenAI_Codex,2025-06-25 20:49:36+00:00,2025-06-25 20:56:13+00:00,2025-06-25 20:56:13+00:00,30.0,933.0,0.0,1.0,0.0,11.0,201.0,3.0,0.0,0.0,0.0,204.0,1204.0,C#,feat,9.0,11.0,201.0,3.0,204.0,0.0,11.0,0.0,2.0,14.0,360.0,3.0,363.0,4.0,159.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,7.0,0.0,1.0,0.11027777777777778,1.0,0.6931471805599453
3166022871,922805069,2481,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2481,OpenAI_Codex,2025-06-22 14:53:18+00:00,2025-06-22 14:56:12+00:00,2025-06-22 14:56:12+00:00,38.0,644.0,0.0,1.0,1.0,7.0,14.0,8.0,0.0,0.0,0.0,22.0,251.0,Python,fix,9.0,7.0,14.0,8.0,22.0,0.0,6.0,0.0,2.0,7.0,14.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,1.0,0.04833333333333333,0.0,0.0
3237972925,31341340,292,https://github.com/kern/filepizza/pull/292,OpenAI_Codex,2025-07-17 03:37:37+00:00,2025-07-17 21:48:01+00:00,2025-07-17 21:48:01+00:00,24.0,346.0,0.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,18.0,9357.0,TypeScript,feat,9.0,2.0,18.0,0.0,18.0,1.0,1.0,0.0,0.0,2.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,18.173333333333332,0.0,0.0
3239183715,21331090,7728,https://github.com/4ian/GDevelop/pull/7728,OpenAI_Codex,2025-07-17 11:16:52+00:00,2025-07-17 12:39:30+00:00,2025-07-17 12:39:30+00:00,41.0,158.0,0.0,0.0,0.0,3.0,57.0,0.0,0.0,0.0,0.0,57.0,15639.0,JavaScript,feat,9.0,3.0,57.0,0.0,57.0,0.0,3.0,0.0,0.0,3.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,1.3772222222222221,0.0,0.0
3089138078,199344833,2451,https://github.com/angular-eslint/angular-eslint/pull/2451,OpenAI_Codex,2025-05-25 08:27:47+00:00,2025-05-25 09:14:02+00:00,2025-05-25 09:14:02+00:00,51.0,521.0,0.0,0.0,0.0,4.0,46.0,5.0,0.0,0.0,0.0,51.0,1737.0,TypeScript,feat,10.0,4.0,46.0,5.0,51.0,1.0,3.0,0.0,0.0,4.0,46.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,9.0,0.0,1.0,0.7708333333333334,2.0,1.0986122886681098
3089166694,199344833,2453,https://github.com/angular-eslint/angular-eslint/pull/2453,OpenAI_Codex,2025-05-25 09:22:23+00:00,2025-05-25 09:48:24+00:00,2025-05-25 09:48:24+00:00,31.0,200.0,0.0,1.0,0.0,6.0,70.0,0.0,0.0,0.0,0.0,70.0,1737.0,TypeScript,feat,10.0,6.0,70.0,0.0,70.0,0.0,6.0,0.0,2.0,6.0,122.0,16.0,138.0,2.0,52.0,16.0,68.0,2.0,2.0,0.0,1.0,2.0,2.0,4.0,3.0,10.0,13.0,1.0,1.0,0.4336111111111111,9.0,2.302585092994046
3089209495,23236083,222,https://github.com/CitizensFoundation/your-priorities-app/pull/222,OpenAI_Codex,2025-05-25 10:43:34+00:00,2025-05-25 10:43:43+00:00,2025-05-25 10:43:43+00:00,37.0,203.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,130.0,HTML,feat,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0025,0.0,0.0
3089212751,23236083,226,https://github.com/CitizensFoundation/your-priorities-app/pull/226,OpenAI_Codex,2025-05-25 10:49:46+00:00,2025-05-25 10:49:56+00:00,2025-05-25 10:49:56+00:00,34.0,169.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,130.0,HTML,style,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.002777777777777778,0.0,0.0
3089214570,23236083,228,https://github.com/CitizensFoundation/your-priorities-app/pull/228,OpenAI_Codex,2025-05-25 10:53:05+00:00,2025-05-25 10:53:15+00:00,2025-05-25 10:53:15+00:00,52.0,177.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,130.0,HTML,refactor,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.002777777777777778,0.0,0.0
3089255186,449656810,1980,https://github.com/pkuehnel/TeslaSolarCharger/pull/1980,OpenAI_Codex,2025-05-25 12:07:20+00:00,2025-05-25 19:11:54+00:00,,31.0,140.0,0.0,1.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,108.0,149.0,C#,feat,9.0,1.0,108.0,0.0,108.0,0.0,1.0,0.0,0.0,1.0,108.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,7.0761111111111115,0.0,0.0
3089261285,922805069,790,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/790,OpenAI_Codex,2025-05-25 12:17:29+00:00,2025-05-25 12:18:01+00:00,2025-05-25 12:18:01+00:00,58.0,256.0,0.0,1.0,0.0,4.0,101.0,2.0,0.0,0.0,0.0,103.0,251.0,Python,test,9.0,4.0,101.0,2.0,103.0,1.0,3.0,0.0,1.0,4.0,101.0,2.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.008888888888888889,0.0,0.0
3210282420,653589102,1669,https://github.com/567-labs/instructor/pull/1669,OpenAI_Codex,2025-07-07 21:21:04+00:00,2025-07-08 00:10:48+00:00,,43.0,1732.0,0.0,1.0,0.0,13.0,756.0,656.0,0.0,0.0,0.0,1412.0,11095.0,Python,refactor,10.0,13.0,756.0,656.0,1412.0,1.0,12.0,0.0,0.0,65.0,2118.0,1200.0,3318.0,53.0,1362.0,544.0,1906.0,18.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,67.0,10.0,0.0,0.0,2.828888888888889,6.0,1.9459101490553132
3259163337,52300938,35275,https://github.com/bitnami/charts/pull/35275,OpenAI_Codex,2025-07-24 09:20:53+00:00,,,41.0,1878.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,9827.0,Smarty,fix,10.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,13.0,6.0,19.0,2.0,11.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,15.0,0.0,0.0,,2.0,1.0986122886681098
3149973520,922805069,2244,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2244,OpenAI_Codex,2025-06-16 13:13:48+00:00,2025-06-16 13:13:58+00:00,2025-06-16 13:13:58+00:00,42.0,638.0,0.0,1.0,0.0,4.0,77.0,10.0,0.0,0.0,0.0,87.0,251.0,Python,feat,9.0,4.0,77.0,10.0,87.0,2.0,2.0,0.0,0.0,4.0,77.0,10.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.002777777777777778,0.0,0.0
3148281856,922805069,2230,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2230,OpenAI_Codex,2025-06-16 01:39:50+00:00,2025-06-16 01:40:52+00:00,2025-06-16 01:40:52+00:00,34.0,755.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,251.0,Python,fix,9.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.017222222222222222,0.0,0.0
